|8000.0| 500.0| 12000.0| 27.6|
|8000.0| 500.0| 13000.0| 28.6|
|8000.0| 500.0| 14000.0| 29.6|
|8000.0| 500.0| 15000.0| 30.6|
|8000.0| 500.0| 16000.0| 31.7|
|16000.0| 500.0| 7000.0| 17.3|
|16000.0| 500.0| 8000.0| 17.9|
|16000.0| 500.0| 9000.0| 18.6|
|16000.0| 500.0| 10000.0| 19.2|
|16000.0| 500.0| 11000.0| 19.9|
|16000.0| 500.0| 12000.0| 20.6|
|16000.0| 500.0| 13000.0| 21.3|
|16000.0| 500.0| 14000.0| 22.1|
|16000.0| 500.0| 15000.0| 22.8|
|16000.0| 500.0| 16000.0| 23.6|
|32000.0| 500.0| 7000.0| 9.6|
|32000.0| 500.0| 8000.0| 9.9|
|32000.0| 500.0| 9000.0| 10.3|
|32000.0| 500.0| 10000.0| 10.6|
|32000.0| 500.0| 11000.0| 11|
|32000.0| 500.0| 12000.0| 11.4|
|32000.0| 500.0| 13000.0| 11.8|
|32000.0| 500.0| 14000.0| 12.2|
|32000.0| 500.0| 15000.0| 12.6|
|32000.0| 500.0| 16000.0| 13.1|
|100.0| 600.0| 7000.0| 55.3|
|100.0| 600.0| 8000.0| 57.2|
|100.0| 600.0| 9000.0| 59.2|
|100.0| 600.0| 10000.0| 61.3|
|100.0| 600.0| 11000.0| 63.5|
|100.0| 600.0| 12000.0| 65.7|
|100.0| 600.0| 13000.0| 68|
|100.0| 600.0| 14000.0| 70.4|
|100.0| 600.0| 15000.0| 72.9|
|100.0| 600.0| 16000.0| 75.5|
|500.0| 600.0| 7000.0| 50.3|
|500.0| 600.0| 8000.0| 52.1|
|500.0| 600.0| 9000.0| 53.9|
|500.0| 600.0| 10000.0| 55.8|
|500.0| 600.0| 11000.0| 57.8|
|500.0| 600.0| 12000.0| 59.8|
|500.0| 600.0| 13000.0| 61.9|
|500.0| 600.0| 14000.0| 64.1|
|500.0| 600.0| 15000.0| 66.3|
|500.0| 600.0| 16000.0| 68.7|
|2000.0| 600.0| 7000.0| 46.1|
|2000.0| 600.0| 8000.0| 47.7|
|2000.0| 600.0| 9000.0| 49.4|
|2000.0| 600.0| 10000.0| 51.1|
|2000.0| 600.0| 11000.0| 52.9|
|2000.0| 600.0| 12000.0| 54.8|
|2000.0| 600.0| 13000.0| 56.7|
|2000.0| 600.0| 14000.0| 58.7|
|2000.0| 600.0| 15000.0| 60.7|
|2000.0| 600.0| 16000.0| 62.9|
|8000.0| 600.0| 7000.0| 34.8|
|8000.0| 600.0| 8000.0| 36|
|8000.0| 600.0| 9000.0| 37.3|
|8000.0| 600.0| 10000.0| 38.6|
|8000.0| 600.0| 11000.0| 40|
|8000.0| 600.0| 12000.0| 41.4|
|8000.0| 600.0| 13000.0| 42.8|
|8000.0| 600.0| 14000.0| 44.4|
|8000.0| 600.0| 15000.0| 45.9|
|8000.0| 600.0| 16000.0| 47.5|
|16000.0| 600.0| 7000.0| 26|
|16000.0| 600.0| 8000.0| 26.9|
|16000.0| 600.0| 9000.0| 27.8|
|16000.0| 600.0| 10000.0| 28.8|
|16000.0| 600.0| 11000.0| 29.8|
|16000.0| 600.0| 12000.0| 30.9|
|16000.0| 600.0| 13000.0| 32|
|16000.0| 600.0| 14000.0| 33.1|
|16000.0| 600.0| 15000.0| 34.3|
|16000.0| 600.0| 16000.0| 35.5|
|32000.0| 600.0| 7000.0| 14.4|
|32000.0| 600.0| 8000.0| 14.9|
|32000.0| 600.0| 9000.0| 15.4|
|32000.0| 600.0| 10000.0| 15.9|
|32000.0| 600.0| 11000.0| 16.5|
|32000.0| 600.0| 12000.0| 17.1|
|32000.0| 600.0| 13000.0| 17.7|
|32000.0| 600.0| 14000.0| 18.3|
|32000.0| 600.0| 15000.0| 19|
|32000.0| 600.0| 16000.0| 19.6|
